Build Number,Correct
25/61,true
25/71,true
25/8,true
25/89,true
25\2,false
25\27,false
25\3,false
250,true
250а,true
250б,true
250в,true
250ж,true
251,true
251а,true
251ж,true
252,true
253,true
253а,true
254,true
254в,true
255,true
256,true
257,true
257а,true
258,true
259,true
2598,false
25а,true
25а к1,false
25А/1,false
25б,true
25в,true
25в/2,true
25г,true
25г/1,true
25д,true
25ж,true
"25к,3",false
25к1,false
25к3,false
25м,true
25п,true
25a,false
25f,false
26,true
26 А,false
26-2,true
26-27,true
26-28,true
26-29,true
26-а,false
26-в/3,false
26/1,true
26/10,true
26/11,true
26/14,true
26/16,true
26/17,true
26/19,true
26/2,true
26/20,true
26/21,true
26/23,true
26/26,true
26/28,true
26/3,true
26/4,true
26/41,true
26/47,true
26/5,true
26/58,true
26/6,true
26/70,true
26/8,true
26/9,true
26\1,false
26\2,false
26\41,false
260,true
261,true
261-7,true
261/1,true
261/2,true
261/3,true
2612,false
261а,true
262,true
262а,true
263,true
264,true
264а,true
264б,true
264в,true
264д,true
264и,true
264к,true
264л,true
265,true
265а,true
266,true
2667,false
267,true
2671,false
268,true
268а,true
268б,true
268д,true
268ж,true
269,true
269в,true
269г,true
269м,true
269н,true
26а,true
26б,true
26в,true
26в1,false
26г,true
26д,true
26ж,true
26з,true
26и,true
26к,true
26к1,false
26к3,false
26корп,false
26a,false
27,true
27-29,true
27-31,true
27-А,false
27-А/2,false
27-A/2,false
27/1,true
27/11,true
27/13,true
27/14,true
27/16,true
27/19,true
27/2,true
27/20,true
27/21,true
27/22,true
27/23,true
27/24,true
27/25,true
27/29,true
27/2а1,false
27/2а2,false
27/2а3,false
27/2а4,false
27/2а5,false
27/2а6,false
27/2а9,false
27/3,true
27/31,true
27/36,true
27/4,true
27/45,true
27/47,true
27/49,true
27/5,true
27/51,true
27/6,true
27/7,true
27/78,true
27/79,true
27/8,true
27/9,true
27\2,false
27\22,false
27\31,false
27\4,false
27\5,false
27\78,false
270,true
270г,true
271,true
2711111,false
271а,true
272,true
272а,true
272г,true
272д,true
273,true
274,true
2740,false
275,true
275а,true
276,true
276а,true
277,true
278,true
279,true
27а,true
27А-2,false
27а-2,true
27а/1,true
27А/1,false
27А/2,false
27а/2,true
27а/2/1,false
27А/2/1,false
27а/2/2,false
27А/2/2,false
27а/2/3,false
27а/2/5,false
27А/2/5,false
27а/2/9,false
27А/3,false
27а/3,true
27А/4,false
27а/4,true
27А/5,false
27А/6,false
27а/6,true
27А/9,false
27а\2,false
27А\2,false
27а1,false
27а2,false
27а2б,false
27а3,false
27а5а,false
27а6,false
27б,true
27в,true
27г,true
27д,true
27е,true
27е6,false
27к,true
27т,true
27a,false
27A/2,false
27A/2/4,false
28,true
28-30,true
28-32,true
28/1,true
28/11,true
28/12,true
28/15,true
28/19,true
28/2,true
28/25,true
28/3,true
28/30А,false
28/32,true
28/4,true
28/41,true
28/43,true
28/5,true
28/64,true
28\3,false
280,true
281,true
281а,true
282,true
2825,false
283,true
284,true
284а,true
285,true
285/1,true
285а,true
285д,true
285a,false
286,true
287,true
287а,true
288,true
289,true
289а,true
28а,true
28а-30а,false
28А-30А,false
28а/3,true
28б,true
28б.1,false
28б1,false
28в,true
28г,true
28д,true
28е,true
28К1,false
28п,true
28р,true
28ф,true
28х,true
28a,false
28f,false
29,true
29-31,true
29/1,true
29/10,true
29/11,true
29/12,true
29/14,true
29/2,true
29/22,true
29/26,true
29/27,true
29/3,true
29/31,true
29/33,true
29/4,true
29/5,true
29/50,true
29/58,true
29/Б1,false
29/Б2,false
29\1,false
29\2,false
29\33,false
290,true
291,true
292,true
292а,true
293,true
294,true
295,true
2950,false
295б,true
296,true
296б,true
297,true
298,true
298а,true
299,true
299/1,true
29а,true
29а-а,false
29б,true
29б1,false
29б2,false
29в,true
29в1,false
29г,true
29г4,false
29д,true
29е,true
29ж,true
29к,true
29к1,false
29к2,false
29к7,false
29с11,false
29с13,false
29с2,false
29с8,false
29a,false
2а,true
2а к2,false
2а/1,true
2А/1,false
2А/2,false
2б,true
2б/3,true
2в,true
2в2,false
2в3,false
2г,true
2г1,false
2гала,false
2гк1,false
2гк2,false
2Гк2,false
2гкорп1,false
2д,true
2е,true
2ж,true
2з,true
2и,true
2к,true
2к/2,true
2к1,false
2К1,false
2к2,false
2к3,false
2к7,false
2кор1,false
2корп1,false
2корп2,false
2л,true
2л/1,true
2Л3,false
2м,true
2массів,false
2н,true
2о,true
2п,true
2р,true
2т,true
2ф,true
2ц,true
2э,false
2ю,true
2a,false
2h,false
2k,false
2r,false
2v,false
3,true
3 к1,false
3 сек,false
3-1,true
3-13,true
3-2,true
3-3,true
3-5,true
3-7,true
3-Б/1,false
"3,9",false
3.3,false
3/1,true
3/1/1,false
3/1/2,false
3/1/3,false
3/1/4,false
3/1/6,false
3/1/7,false
3/10,true
3/10а,false
3/11,true
3/12,true
3/13,true
3/13б,false
3/13В,false
3/14,true
3/15,true
3/15А,false
3/16,true
3/1А,false
3/1а,false
3/2,true
3/2-В,false
3/2/1,false
3/2/2,false
3/2/3,false
3/2/4,false
3/2/5,false
3/2/6,false
3/2/7,false
3/2/8,false
3/2/9,false
3/20,true
3/25,true
3/2А,false
3/2а,false
3/2б,false
3/2Б,false
3/2В,false
3/2в,false
3/2г,false
3/2a,false
3/3,true
3/3-а,false
3/3/2,false
3/3а,false
3/3А,false
3/3Б,false
3/3б,false
3/3в,false
3/3В,false
3/3є,false
3/4,true
3/4а,false
3/4б,false
3/4в,false
3/4г,false
3/5,true
3/57,true
3/5а,false
3/6,true
3/60,true
3/602-8,false
3/603-4,false
3/603-5,false
3/603-7,false
3/603-8,false
3/61,true
3/611-1,false
3/611-2,false
3/611-5,false
3/611-6,false
3/611-9,false
3/612-7,false
3/612-9,false
3/63,true
3/631-8,false
3/631-9,false
3/65,true
3/651-7,false
3/66,true
3/661-1,false
3/661-5,false
3/662-3,false
3/662-4,false
3/662-5,false
3/662-8,false
3/67,true
3/671-5,false
3/671-6,false
3/671-8,false
3/68,true
3/681-8,false
3/682-3,false
3/682-6,false
3/682-7,false
3/69,true
3/7,true
3/70,true
3/73,true
3/7а,false
3/8,true
3/88,true
3/9,true
3/г,false
3/к6,false
3\1,false
3\10,false
3\12,false
3\2,false
3\2а,false
3\3,false
3\3а,false
3\3б,false
3\4,false
3\6,false
3\7,false
3\9,false
3₽3,false
30,true
30 / 40,false
30-1,true
30-32,true
30-7,true
30—32,false
30/1,true
30/10,true
30/11,true
30/12,true
30/13,true
30/1а,false
30/1б,false
30/2,true
30/20,true
30/26а,false
30/28,true
30/3,true
30/32,true
30/32 б,false
30/32/Б,false
30/321б,false
30/322а,false
30/32а,false
30/32А,false
30/32б,false
30/39,true
30/3а,false
30/4,true
30/5,true
30/51,true
30/53,true
30/59,true
30/6,true
30/64,true
30/7,true
30/8,true
30/9,true
30\1,false
30\10,false
30\11,false
30\39,false
30\8,false
300,true
301,true
301/2,true
301а,true
302,true
302а,true
303,true
304,true
305,true
305а,true
307,true
307а,true
308,true
309,true
309-5,true
309/5,true
309а,true
309б,true
30а,true
30б,true
30в,true
30г,true
30д,true
30е,true
30ж,true
30з,true
30л,true
30у,true
30ш,true
30щ,true
30a,false
30l39,false
31,true
31 / 1Б,false
31-11,true
31-16,true
31-2,true
31-3,true
31-33,true
31-4,true
31-7,true
31-В/5,false
31-Г/5,false
31/1,true
31/10,true
31/100,true
31/11,true
31/12,true
31/13,true
31/15,true
31/16,true
31/18,true
31/1А,false
31/1Б,false
31/1б,false
31/2,true
31/20,true
31/25,true
31/29,true
31/2в,false
31/3,true
31/33,true
31/4,true
31/40,true
31/5,true
31/5Г,false
31/8,true
31\1,false
31\11,false
31\1а,false
31\3,false
31\33,false
310,true
310а,true
311,true
311а,true
312,true
3120,false
312б,true
313,true
313а,true
313б,true
314,true
315,true
316,true
3169,false
316в,true
316г,true
317,true
3172,false
318,true
319,true
319а,true
31а,true
31б,true
31в,true
31г,true
31Д/1,false
31е,true
31ж,true
31з,true
31н,true
31п,true
31a,false
32,true
32 А,false
32-2,true
32-38,true
32-5,true
32-6,true
32-7,true
32-8,true
32-9,true
32-б,false
32/1,true
32/14,true
32/16,true
32/18,true
32/186,true
32/2,true
32/24,true
32/3,true
32/34,true
32/38,true
32/4,true
32/51,true
32/51а,false
32/51А,false
32/53,true
32/8,true
32\1,false
32\18,false
32\2,false
32\22,false
320,true
321,true
321/20,true
322,true
323,true
324,true
327,true
327/8,true
328,true
329,true
32а,true
32б,true
32в,true
32г,true
32д,true
32ж,true
32з,true
32корп,false
32a,false
32f,false
32u,false
33,true
33-1,true
33-2,true
33.2,false
33.35,false
33/1,true
33/10,true
33/11,true
33/12,true
33/13,true
33/14,true
33/14-7,false
33/2,true
33/21,true
33/2а,false
33/3,true
33/30,true
33/34,true
33/35,true
33/37,true
33/4,true
33/43,true
33/44,true
33/47,true
33/5,true
33/5.1,false
33/5/2,false
33/6,true
33/65.1,false
33/7,true
33/78,true
33/7б,false
33/9,true
33\1,false
33\2,false
33\30,false
33\35,false
33\7,false
330,true
331,true
332,true
333,true
3³3,false
3333,false
334,true
335,true
335.1,false
335.2,false
336,true
336а,true
337,true
338,true
338а,true
33а,true
33б,true
33в,true
33г,true
33ц,true
33a,false
34,true
34-3,true
34-36,true
34-38,true
34-б,false
34-д,false
34/1,true
34/1а,false
34/1А,false
34/2,true
34/22,true
34/24,true
34/2а,false
34/32,true
34/36,true
34/38,true
34/4,true
34/47ц,false
34/5,true
34/51,true
34/93,true
34\2,false
340,true
341,true
343,true
344,true
345,true
345/2,true
346,true
346в,true
347,true
348,true
348в,true
34а,true
34а-2,true
34а7,false
34б,true
34в,true
34г,true
34д,true
34е,true
34ж,true
34л,true
34п,true
34р,true
34a,false
34v,false
35,true
35-37,true
35-39,true
35-А,false
35/1,true
35/2,true
35/21б,false
35/23,true
35/24,true
35/29,true
35/3,true
35/34,true
35/35,true
35/37,true
35/371,true
35/373,true
35/39,true
35/43,true
35/5,true
35/51а,false
35/81,true
35/9,true
35\1,false
350,true
35000,false
352,true
353,true
354,true
355,true
3556,false
356,true
359,true
3591а,false
35а,true
35б,true
35в,true
35г,true
35д,true
35е,true
35ж,true
35и,true
35л,true
35н,true
35п,true
35т,true
35ф,true
35a,false
36,true
36-38,true
36/1,true
36/10,true
36/2,true
36/23,true
36/3,true
36/38,true
36/41,true
36/5,true
36/6,true
36/7,true
36/8,true
36\1,false
36\5,false
361,true
362,true
363,true
364,true
364в,true
365,true
365а,true
367,true
367/1,true
367а,true
368,true
36а,true
36б,true
36в,true
36г,true
36д,true
36е,true
36b,false
36t,false
37,true
37-39,true
37/1,true
37/11,true
37/122,true
37/13,true
37/14,true
37/18,true
37/19,true
37/2,true
37/20,true
37/3,true
37/39,true
37/41,true
37/42,true
37/43,true
37/48,true
370,true
371,true
373,true
375,true
378,true
37а,true
37б,true
37в,true
37г,true
37д,true
37е,true
37з,true
37к,true
37к6,false
37м,true
37т,true
37х,true
37r,false
38,true
38/1,true
38/10,true
38/2,true
38/3,true
38/4,true
38/40,true
38/5,true
38/6,true
38/7,true
38/8,true
38/9,true
380,true
381,true
382,true
385,true
389,true
38а,true
38б,true
38в,true
38г,true
38д,true
38е,true
38ж,true
38корп,false
38a,false
39,true
39-41,true
39/1,true
39/1/5,false
39/13,true
39/14,true
39/15,true
39/18,true
39/1к3,false
39/2,true
39/21,true
39/22,true
39/3,true
39/3/1,false
39/32,true
39/35,true
39/36,true
39/37.3,false
39/3к2,false
39/40,true
39/41,true
39/41б,false
39/43,true
39/48,true
39/5,true
39/8,true
39/92,true
39\1,false
39\2,false
39\41,false
390,true
391,true
391/1,true
391а,true
392,true
393,true
394,true
395,true
397,true
397а,true
398,true
39а,true
39А-39Б,false
39б,true
39в,true
39г,true
39е,true
39з,true
39a,false
39f,false
3а,true
3а/1,true
3а/2,true
3А/2,false
3а/3,true
3А/3,false
3а/4,true
3А/4,false
3а/5,true
3а/6,true
3А/7,false
3а/7/1,false
3А/8,false
3а1-14,false
3а1-19,false
3а1-8,false
3а3,false
3а4,false
3а8,false
3ак2,false
3ак9,false
3б,true
3б/505,true
3б1-10,false
3б1-13,false
3б1-22,false
3б1-7,false
3б1-9,false
3б2-17,false
3буд1,false
3в,true
3в1-16,false
3в1-19,false
3в1-24,false
3в1-25,false
3в2-13,false
3в2-14,false
3в2-15,false
3в2-16,false
3в2-24,false
3в2-7,false
3в2-9,false
3вд,false
3г,true
3г1-10,false
3г1-13,false
3г1-16,false
3г1-17,false
3г1-18,false
3г1-25,false
3г1-8,false
3г1-9,false
3г2-13,false
3г2-16,false
3г2-18,false
3г2-19,false
3г2-23,false
3г2-24,false
3г2-7,false
3г2-8,false
3г3,false
3г3-17,false
3г3-7,false
3гала,false
3д,true
3Д1,false
3д2-24,false
3д3-17,false
3е,true
3з,true
3к,true
3к1,false
3К1,false
3к2,false
3к3,false
3К3,false
3к4,false
3к5,false
3к6,false
3корп,false
3м,true
3н,true
3я,true
3a,false
3a/1,false
3b,false
3d,false
3f,false
3v,false
4,true
4 А,false
4 Д,false
4 дом 2,false
4 к.3,false
4 к2,false
4-042,true
4-10,true
4-1б,false
4-6,true
4-6/2,false
4-8,true
4-8б,false
"4,6",false
4/0,true
4/1,true
4/1-Б,false
4/10,true
4/11,true
4/12,true
4/13,true
4/14,true
4/15,true
4/18в,false
4/1А,false
4/1б,false
4/1Б,false
4/2,true
4/20,true
4/22,true
4/25,true
4/26,true
4/3,true
4/39,true
4/39-а,false
4/39А,false
4/39а,false
4/4,true
4/47,true
4/5,true
4/56,true
4/6,true
4/6б,false
4/6в,false
4/6г,false
4/6Г,false
4/7,true
4/8,true
4/9,true
4\1,false
4\2,false
4\20,false
4\27,false
4\3,false
4\39,false
4\4,false
4\6,false
4\7,false
4\8,false
40,true
40-3,true
40/1,true
40/1/2,false
40/10,true
40/12,true
40/14,true
40/16,true
40/2,true
40/2А,false
40/2Ж,false
40/3,true
40/37,true
40/4,true
40/42,true
40/44,true
40/52,true
40/6,true
40/85,true
40/9,true
40\2,false
400,true
4000,false
401-1,true
401-2,true
401-3,true
401-4,true
401-7,true
402-1,true
402-2,true
403,true
403-2,true
403-4,true
404,true
404-2,true
405,true
407,true
408,true
409,true
40а,true
40А/1,false
40б,true
40в,true
40г,true
40д,true
40е,true
40ж,true
40з,true
40к1,false
40нп,false
40р,true
40a,false
40b,false
41,true
41 а,false
41-18,true
41-43,true
41-49,true
41/1,true
41/11,true
41/15,true
41/1а,false
41/2,true
41/28,true
41/3,true
438,true
43а,true
43а8а3а,false
43б,true
43в,true
43г,true
43д,true
43е,true
43к1,false
43a,false
43b,false
44,true
44-10,true
44-46,true
44/1,true
44/10,true
44/105,true
44/2,true
44/22,true
44/3,true
44/46,true
44/50,true
44/6,true
44\10,false
44\46,false
440,true
441а,true
441б,true
442,true
442а,true
444,true
4444,false
44444,false
4446,false
44778,false
449/11,true
44а,true
44б,true
44в,true
44г,true
44д,true
44д/1,true
44е,true
44ж,true
44з,true
44л,true
44н,true
44п,true
44р,true
44a,false
44f,false
44h,false
45,true
45-49,true
45-59,true
45/1,true
45/2,true
45/28,true
45/3,true
45/3А,false
45/40,true
45/43,true
45/46,true
45/47,true
45/49,true
45/5,true
45/7,true
45/б/1,false
45\3,false
452,true
453,true
455,true
45555,false
456,true
457,true
45а,true
45А/2,false
45а/3,true
45А/3,false
45а/5,true
45б,true
45б/1,true
45б/3,true
45в,true
45г,true
45д,true
45ж,true
45a,false
46,true
46-48,true
46/1,true
46/10,true
46/11,true
46/2,true
46/3,true
46/4,true
46/48,true
46/5,true
46/58,true
46/7,true
46\1,false
46\11,false
46\2,false
46\3,false
461,true
462,true
463,true
465,true
467,true
468,true
469,true
46а,true
46б,true
46в,true
46д,true
46a,false
47,true
47-49,true
47-59,true
47/1,true
48р,true
48a,false
49,true
49-51,true
49/1,true
49/10,true
49/12А,false
49/2,true
49/51,true
49/63,true
49/68,true
49\1,false
49\51,false
491,true
492,true
493,true
494,true
496,true
497,true
498,true
499,true
49а,true
49б,true
49б/1,true
49в,true
49г,true
49д,true
49a,false
4а,true
4А/12,false
4а8,false
4б,true
4б/1,true
4буд15,false
4в,true
4г,true
4д,true
4е,true
4ж,true
4и,true
4к,true
4к1,false
4К1,false
4к10,false
4к11,false
4к13,false
4к14,false
4к15,false
4к16,false
4к17,false
4к2,false
4к3,false
4к4,false
4к5,false
4к6,false
4к7,false
4к9,false
4кор1,false
4корп1,false
4корп10,false
4корп13,false
4корп14,false
4корп15,false
4корп16,false
4корп17,false
4корп2,false
4корп3,false
4корп7,false
4корпус,false
4л,true
4т,true
4a,false
4b,false
4e,false
5,true
5 в,false
5-17,true
5-3,true
5-3е,false
5-3ж,false
5-4,true
5-5,true
5-7,true
5-7В,false
5-А,false
5/1,true
5/10,true
5/103б,false
5/104,true
5/12,true
5/13,true
5/14,true
5/15,true
5/16,true
5/16а,false
5/17,true
5/1а,false
5/1Б,false
5/1б,false
5/1б1,false
5/1б2,false
5/1в,false
5/1В,false
5/2,true
5/2-Б,false
5/20,true
5/21,true
5/22,true
5/23,true
5/24,true
5/27,true
5/2а,false
5/2А,false
5/2Б,false
5/2б,false
5/3,true
5/3а,false
5/3А,false
5/3б,false
5/3Б,false
5/3В,false
5/3в,false
5/3г,false
5/3Г,false
5/3д,false
5/3Д,false
5/3Е,false
5/3е,false
5/3Ж,false
5/3ж,false
5/4,true
5/43б,false
5/4б,false
5/4в,false
5/4д,false
5/4ж,false
5/4КОР3,false
5/5,true
5/52,true
5/5а,false
5/5А,false
5/5В,false
5/6,true
5/60,true
5/7,true
5/72б,false
5/7В,false
5/8,true
5/88б,false
5/9,true
5\1,false
5\10,false
5\13,false
5\2,false
5\24,false
5\3,false
5\3а,false
5\3д,false
5\4,false
5\5a,false
5\9,false
50,true
50-2,true
50-52А,false
50/1,true
50/12,true
50/2,true
50/3,true
50/38,true
50/49,true
50\2,false
50\38,false
50\52,false
500,true
501,true
502,true
503,true
5038,false
505,true
505/1,true
505/2,true
50а,true
50а/1,true
50А/2,false
50а/2,true
50б,true
50Б/1,false
50б/1,true
50Б/2,false
50б/2,true
50в,true
50В/1,false
50в/1,true
50в/2,true
50В/2,false
50г,true
50г/1,true
50Г/1,false
50Г/2,false
50г/2,true
50д,true
50к1,false
50к2,false
50н,true
50a,false
50a/2a,false
51,true
51-1А,false
51-1а,false
51-53,true
51/1,true
51/1-А,false
51/1-а,false
51/102,true
51/1а,false
51/1А,false
51/1a,false
51/2,true
51/27,true
51/27 Б,false
51/2а,false
51/53,true
51/6,true
51/87,true
51/87А,false
51\1а,false
516,true
517г,true
51а,true
51б,true
51Б/1,false
51в,true
51г,true
51д,true
51е,true
51корп,false
51л,true
51м,true
51н,true
51a,false
52,true
52-58,true
52/1,true
52/1А,false
52/2,true
52/22,true
52/3,true
52/4,true
52/54,true
52/55,true
52/58,true
52/7,true
52\3,false
52\58,false
521,true
523,true
524,true
525,true
526,true
527,true
528,true
52а,true
52а/52д,false
52А/52Д,false
52б,true
52в,true
52д,true
52л,true
52a,false
52f,false
53,true
53-1,true
53-55,true
53/1,true
53/11,true
53/2,true
53/21Б,false
53/29,true
53/30,true
53/4,true
53/55,true
53/553,true
53/553д,false
53/58,true
53/6,true
53/69,true
53/80,true
53\1,false
53\55,false
530,true
531,true
532,true
536,true
537,true
53а,true
53б,true
53в,true
53г,true
53ж,true
53з,true
53и,true
53к,true
53к1,false
53корп,false
53a,false
54,true
54 А,false
54 к3,false
54/1,true
54/19,true
54/1а,false
54/2,true
54/23,true
54/2а,false
54/3,true
54/4,true
54/56,true
54/6,true
54/8,true
54/9,true
54\23,false
54\3,false
54321,false
545,true
548,true
549,true
54а,true
54а к1,false
54а к5,false
54а-6,true
54А/1,false
54а/1,true
54а/2,true
54А/2,false
54А/4,false
54а/6,true
54а1,false
54а2,false
54а3,false
54а5,false
54а6,false
54а7,false
54б,true
54в,true
54вл3,false
54г,true
54д,true
54е,true
54к2,false
54к3,false
54корп,false
54a,false
55,true
55-А,false
55/1,true
55/1/1,false
55/13,true
55/1к,false
55/1к1,false
55/2,true
55/2/,false
55/2/1,false
55/2/2,false
55/2/3,false
55/2/4,false
55/2/5,false
55/2/6,false
55/2/7,false
55/22,true
55/24,true
55/26,true
55/27,true
55/29,true
55/2к8,false
55/3,true
55/5,true
55/56,true
55/57,true
55/6,true
55/62,true
55/63,true
55/64,true
55/8,true
55\2,false
55\3,false
55\6,false
551,true
552,true
553,true
555,true
555.1,false
5555,false
557,true
559а,true
55а,true
55а1-3,false
55б,true
55б/8,true
55в,true
55г,true
55д,true
55е,true
55ж,true
55з,true
55к,true
55л,true
55м,true
55a,false
56,true
56-А,false
56/1,true
56/2,true
56/3,true
56/4,true
56/66,true
56/7,true
561,true
563,true
565,true
567,true
568,true
56а,true
56а/1,true
56А/2,false
56а/3,true
56А/4,false
56А/6,false
56б,true
56г,true
56д,true
56К2,false
56к3,false
56корп,false
56п,true
56a,false
57,true
57-59,true
57/1,true
57/106,true
57/16,true
57/1а,false
57/1А,false
57/2,true
57/2А,false
57/2д,false
57/3,true
57/37,true
57/38,true
57/4,true
57/59,true
57/6,true
57\1,false
570,true
572,true
574,true
576,true
578,true
579,true
57а,true
57б,true
57в,true
57г,true
57д,true
57е,true
58,true
58-60,true
"58, 2к.",false
58/1,true
58/10,true
58/11,true
58/2,true
58/3,true
58/3а,false
58/3г,false
58/4/1,false
58/4б,false
58/6,true
58/60,true
58/7,true
58\2,false
58\3,false
582-12,true
583-5,true
585-4,true
58а,true
58а-1,true
58б,true
58в,true
58г,true
58к,true
58корп,false
58f,false
59,true
59/1,true
59/1в,false
59/1г,false
59/1и,false
59/2,true
59/3,true
59/4,true
59/45,true
59/5,true
59/565,true
59/6,true
59/61,true
59/65,true
59/7,true
59/8,true
59/9,true
59\1,false
59\65,false
591,true
598,true
59а,true
59а/1,true
59а2,false
59а3,false
59б,true
59б5,false
59б6,false
59в,true
59В к1,false
59в/1,true
59г,true
59Г/1,false
59г/1,true
59г/2,true
59г1,false
59г2,false
59д,true
59е,true
59ж,true
59з,true
59и,true
59к,true
59a,false
59f,false
5а,true
5а к2,false
"5а, 2к.",false
5А/1,false
5а/1,true
5а/2,true
5А/2,false
5а1,false
5а10,false
5а12,false
5а13,false
5а2,false
5а4,false
5а6,false
5а9,false
5ак2,false
5алітб,false
5б,true
5б/21,true
5Б/72,false
5б8,false
5б9,false
5в,true
5г,true
5г-5,true
5г1-11,false
5г1-2,false
5г1-4,false
5г1-5,false
5г1-8,false
5г10,false
5г2-10,false
5г2-7,false
5д,true
5д12,false
5дом2,false
5е,true
5ж,true
5з,true
5и,true
5к,true
5кор15,false
5кор2,false
5л,true
5п,true
5с,true
5ти,false
5ш,true
5щ,true
5a,false
5b,false
70а,true
70а.2,false
70б,true
70в,true
71,true
71-10,true
71-18,true
71-19,true
71-2,true
71/1,true
71/2,true
71/7,true
71/73,true
71\1,false
710,true
711,true
714,true
718,true
71а,true
71А/1,false
71а/4,true
71а1-4,false
71а1-8,false
71а2-4,false
71а3-5,false
71а4-2,false
71а4-5,false
71а4-7,false
71б,true
71в,true
71г,true
71д,true
71е,true
71з,true
71к1,false
72,true
72-2,true
72-3,true
72-4,true
72-6,true
72.1,false
72.2,false
72/1,true
72/19,true
72/2,true
72/3,true
72/74,true
72\1,false
72а,true
72б,true
72в,true
72г,true
72д,true
73,true
73-4,true
73-77,true
73-777,true
73-79,true
73/1,true
73/2,true
73/22,true
73/42,true
73/77,true
73/79,true
73\77,false
736,true
737,true
738,true
739,true
73а,true
73б,true
73б/5,true
73б/6,true
73Б/6,false
73б/7,true
73б/8,true
73в,true
73г,true
73д,true
73е,true
73ж,true
73ж3,false
73к6,false
73a,false
73e,false
74,true
74-76,true
74-78,true
74/1,true
74/10,true
74/16,true
74/2,true
74/4,true
74/75,true
74/76,true
74/78,true
74/9,true
74а,true
74б,true
74в,true
74г,true
74a,false
75,true
75/1,true
75/10,true
75/1а,false
75/1А,false
75/2,true
75\2,false
750,true
751,true
7510/12,false
758,true
759,true
75а,true
75б,true
75в,true
75В/1,false
75г,true
75д,true
75е,true
75к,true
75л,true
75м,true
75т,true
75a,false
75f,false
76,true
76-78,true
76/1,true
76/2,true
76/3,true
76/4,true
76/40,true
76/66,true
76/7,true
76/78,true
766,true
76а,true
76б,true
76в,true
76г,true
77,true
77-73,true
77-А,false
77/1,true
77/2,true
77/79,true
772,true
773а,true
773в,true
774,true
777,true
7777,false
779,true
77а,true
77б,true
77a,false
78,true
78/1,true
78/2,true
78а,true
78б,true
78в,true
78г,true
78е,true
79,true
79/1,true
79/42,true
79/81,true
79а,true
79б,true
79в,true
79д,true
79a,false
7а,true
7а/2,true
7а5-3,false
7а8-1,false
7б,true
7б/1,true
7б/3,true
7б/4,true
7б8-1,false
7в,true
7в/7,true
7г,true
7д,true
7е,true
7ж,true
7и,true
7к,true
7км,false
7м,true
7ма,false
7н,true
7п,true
7с,true
7сек,false
7я,true
7a,false
7b,false
7d,false
8,true
8 б,false
8-1,true
8-10,true
8-12,true
8-9,true
8-Б,false
8-Б/1,false
8-В,false
8-Г,false
8-г,false
8.2,false
8/1,true
8/10,true
8/10В,false
8/11,true
8/12,true
8/127,true
8/13,true
8/13а,false
8/14,true
8/15,true
8/16,true
8/18,true
8/19,true
8/1в,false
8/2,true
8/20,true
8/21,true
8/22,true
8/23,true
8/24,true
8/26,true
8/2б,false
8/3,true
8/3-Б,false
8/32,true
8/4,true
8/48,true
8/5,true
8/53,true
8/5А,false
8/6,true
8/7,true
8/8,true
8/9,true
8\1,false
8\14,false
8\3,false
8\7,false
80,true
80-82,true
80/1,true
80/17,true
80/1а,false
80/2,true
80/3,true
80/31,true
80/5,true
80/57,true
80/73,true
80/73А,false
80/82,true
800,true
80а,true
80а/73,true
80А/73,false
80б,true
80в,true
80и,true
80a,false
81,true
81-10,true
81-11,true
81-12,true
81-13,true
81-2,true
81-4,true
81-5,true
81-6,true
81-8,true
81-9,true
81/1,true
81/11,true
81/1б,false
81/2,true
81/2а,false
81/3,true
81/30,true
81/4,true
81/5,true
81/6,true
81/7,true
81/8,true
81/83,true
81\1,false
812-1,true
813,true
81а,true
81а/2,true
81а/4,true
81б,true
81в,true
81д1,false
81к,true
81л,true
81k,false
82,true
82-4,true
82/1,true
82/1а,false
82/2,true
82/2а,false
82/2м,false
82/4,true
82/7,true
82/84,true
827,true
82а,true
82а1-3,false
82в,true
82в/1,true
82г,true
83,true
83-85,true
83-9,true
83/1,true
83/2,true
83/3,true
83/5,true
83/53,true
83/85,true
83\1,false
83\85,false
833,true
83а,true
83а/1,true
83а/4,true
83б,true
83в,true
83г,true
83д,true
83е,true
84,true
84-11,true
84/1,true
84/2,true
84/2а,false
84/2А,false
84/3в,false
84/86,true
841,true
84а,true
84А/84Б,false
84б,true
84в,true
84к1,false
85,true
85-87,true
85/1,true
85/2,true
85/3,true
85/40,true
85/5,true
85/51,true
85/52,true
85/87,true
85/87А,false
85\5,false
85\87,false
851,true
851-4,true
852,true
852-4,true
854,true
85а,true
85б,true
86,true
86-88,true
86/137,true
86/3,true
86/4,true
86/86Г,false
86а,true
86б,true
86в,true
87,true
87/1,true
87/3,true
87/5,true
870,true
871-8,true
877,true
87а,true
87б,true
87в,true
87д,true
88,true
88/1,true
88/2,true
88/3,true
88/4,true
88/92,true
88\4,false
88\8,false
882,true
8844,false
888,true
88а,true
88б,true
88в,true
89,true
89/1,true
89/12,true
89/2,true
89/32,true
89/91,true
89\91,false
893,true
89а,true
89б,true
89ж,true
89b,false
8а,true
8а/1,true
8А8,false
8б,true
8в,true
8г,true
8г/9,true
8Гк3,false
8д,true
8е,true
8ж,true
8з,true
8к,true
